conssourceid,description,primarycare,ae,op,hospital
74060,GP Practice,1,,,
74118,GP Practice,1,,,
74137,Surgery,1,,,
74157,Telephone,1,,,
74201,Accident & Emergency,,1,,
74202,Accident & Emergency,,1,,
74233,Clinic,1,,,
74234,Clinic,1,,,
74331,Accident & Emergency,,1,,
74332,Accident & Emergency,,1,,
74333,Accident & Emergency,,1,,
74335,Accident & Emergency,,1,,
74336,Accident & Emergency,,1,,
74337,Accident & Emergency,,1,,
74348,GP Practice,1,,,
74370,Clinic,1,,,
74371,Clinic,1,,,
74372,Clinic,1,,,
74373,Clinic,1,,,
74374,Clinic,1,,,
74375,Clinic,1,,,
74477,GP Practice,1,,,
74478,GP Practice,1,,,
74501,GP Practice,1,,,
74502,GP Practice,1,,,
74560,GP Practice,1,,,
74566,GP Practice,1,,,
74577,GP Practice,1,,,
74612,GP Practice,1,,,
74617,GP Practice,1,,,
74656,GP Practice,1,,,
74684,GP Practice,1,,,
74722,GP Practice,1,,,
74723,GP Practice,1,,,
74761,GP Practice,1,,,
74764,Telephone,1,,,
74769,GP Practice,1,,,
74778,GP Practice,1,,,
74792,GP Practice,1,,,
74808,GP Practice,1,,,
74880,GP Practice,1,,,
74882,GP Practice,1,,,
74884,GP Practice,1,,,
74885,GP Practice,1,,,
74897,GP Practice,1,,,
74906,GP Practice,1,,,
74909,GP Practice,1,,,
74910,GP Practice,1,,,
74915,GP Practice,1,,,
74918,GP Practice,1,,,
74924,GP Practice,1,,,
74935,Surgery,1,,,
74936,Surgery,1,,,
74937,Surgery,1,,,
74938,Surgery,1,,,
74939,Surgery,1,,,
74971,GP Practice,1,,,
74974,GP Practice,1,,,
74982,GP Practice,1,,,
74985,GP Practice,1,,,
75018,Telephone,1,,,
75035,GP Practice,1,,,
75036,GP Practice,1,,,
75037,GP Practice,1,,,
75040,GP Practice,1,,,
75041,GP Practice,1,,,
75042,GP Practice,1,,,
75044,GP Practice,1,,,
75045,GP Practice,1,,,
75079,Accident & Emergency,,1,,
75084,GP Practice,1,,,
75115,GP Practice,1,,,
75132,GP Practice,1,,,
75149,GP Practice,1,,,
75160,GP Practice,1,,,
75180,GP Practice,1,,,
75189,GP Practice,1,,,
75195,GP Practice,1,,,
75196,GP Practice,1,,,
75221,GP Practice,1,,,
75230,GP Practice,1,,,
75234,GP Practice,1,,,
75242,GP Practice,1,,,
75243,GP Practice,1,,,
75245,GP Practice,1,,,
75274,GP Practice,1,,,
75295,GP Practice,1,,,
75296,GP Practice,1,,,
75297,GP Practice,1,,,
75300,GP Practice,1,,,
75323,GP Practice,1,,,
75331,GP Practice,1,,,
75336,GP Practice,1,,,
75337,GP Practice,1,,,
75339,GP Practice,1,,,
75340,GP Practice,1,,,
75341,GP Practice,1,,,
75349,GP Practice,1,,,
75350,GP Practice,1,,,
75368,Telephone,1,,,
75369,GP Practice,1,,,
75370,GP Practice,1,,,
75407,GP Practice,1,,,
75412,GP Practice,1,,,
75416,GP Practice,1,,,
75417,GP Practice,1,,,
75418,GP Practice,1,,,
75426,GP Practice,1,,,
75427,GP Practice,1,,,
75429,GP Practice,1,,,
75439,GP Practice,1,,,
75472,GP Practice,1,,,
75477,GP Practice,1,,,
75479,GP Practice,1,,,
75480,Clinic note,1,,,
75481,GP Practice,1,,,
75482,GP Practice,1,,,
75484,GP Practice,1,,,
75496,GP Practice,1,,,
75497,GP Practice,1,,,
75501,GP Practice,1,,,
75506,GP Practice,1,,,
75508,GP Practice,1,,,
75513,GP Practice,1,,,
75515,GP Practice,1,,,
75519,GP Practice,1,,,
75522,GP Practice,1,,,
75540,GP Practice,1,,,
75541,GP Practice,1,,,
75543,GP Practice,1,,,
75551,GP Practice,1,,,
75561,GP Practice,1,,,
75585,GP Practice,1,,,
75595,GP Practice,1,,,
75598,GP Practice,1,,,
75600,GP Practice,1,,,
75601,GP Practice,1,,,
75603,GP Practice,1,,,
75609,GP Practice,1,,,
75610,GP Practice,1,,,
75613,GP Practice,1,,,
75618,GP Practice,1,,,
75625,GP Practice,1,,,
75627,GP Practice,1,,,
75633,GP Practice,1,,,
75648,GP Practice,1,,,
75680,GP Practice,1,,,
75683,Surgery,1,,,
75684,Surgery,1,,,
75689,GP Practice,1,,,
75691,GP Practice,1,,,
75715,GP Practice,1,,,
75722,GP Practice,1,,,
75723,GP Practice,1,,,
75730,GP Practice,1,,,
75734,GP Practice,1,,,
75736,GP Practice,1,,,
75737,Accident & Emergency,,1,,
75742,GP Practice,1,,,
75768,GP Practice,1,,,
75790,GP Practice,1,,,
75796,GP Practice,1,,,
75804,GP Practice,1,,,
75805,GP Practice,1,,,
75819,GP Practice,1,,,
75828,GP Practice,1,,,
75830,GP Practice,1,,,
75832,GP Practice,1,,,
75833,GP Practice,1,,,
75834,GP Practice,1,,,
75835,GP Practice,1,,,
75908,GP Practice,1,,,
75909,GP Practice,1,,,
75912,GP Practice,1,,,
75914,GP Practice,1,,,
75915,GP Practice,1,,,
75916,GP Practice,1,,,
75945,GP Practice,1,,,
75952,GP Practice,1,,,
75958,GP Practice,1,,,
75967,GP Practice,1,,,
75968,GP Practice,1,,,
76009,GP Practice,1,,,
76015,GP Practice,1,,,
76021,GP Practice,1,,,
76023,GP Practice,1,,,
76024,GP Practice,1,,,
76038,GP Practice,1,,,
76040,GP Practice,1,,,
76057,GP Practice,1,,,
76060,GP Practice,1,,,
76061,GP Practice,1,,,
76063,GP Practice,1,,,
76065,GP Practice,1,,,
76082,GP Practice,1,,,
76184,GP Practice,1,,,
76219,GP Practice,1,,,
76225,GP Practice,1,,,
76229,GP Practice,1,,,
76232,GP Practice,1,,,
76241,GP Practice,1,,,
76251,GP Practice,1,,,
76253,GP Practice,1,,,
76255,Clinic,1,,,
76267,GP Practice,1,,,
76283,GP Practice,1,,,
76314,GP Practice,1,,,
76321,GP Practice,1,,,
76326,GP Practice,1,,,
76331,Clinic,1,,,
76332,Clinic NHS,1,,,
76333,Clinic NHS,1,,,
76435,GP Practice,1,,,
76440,Clinic NHS,1,,,
76441,Clinic NHS,1,,,
76442,Clinic NHS,1,,,
76527,Accident & Emergency,,1,,
76531,GP Practice,1,,,
76532,Clinic,1,,,
76736,GP Practice,1,,,
76738,GP Practice,1,,,
76743,GP Practice,1,,,
76805,Telephone,1,,,
76820,Clinic NHS,1,,,
76910,Accident & Emergency,,1,,
76911,GP Practice,1,,,
76921,GP Practice,1,,,
77006,GP Practice,1,,,
77130,GP Practice,1,,,
77133,GP Practice,1,,,
77201,GP Practice,1,,,
77221,Telephone,1,,,
77231,GP Practice,1,,,
77332,Clinic NHS,1,,,
77521,Clinic NHS,1,,,
77671,GP Practice,1,,,
77676,GP Practice,1,,,
77677,GP Practice,1,,,
77684,GP Practice,1,,,
77685,GP Practice,1,,,
77691,GP Practice,1,,,
77717,GP Practice,1,,,
77738,Telephone,1,,,
77739,GP Practice,1,,,
77740,GP Practice,1,,,
77744,GP Practice,1,,,
77753,GP Practice,1,,,
77755,GP Practice,1,,,
77782,Accident & Emergency,,1,,
77791,GP Practice,1,,,
77798,GP Practice,1,,,
77804,GP Practice,1,,,
77833,GP Practice,1,,,
77836,GP Practice,1,,,
77848,GP Practice,1,,,
77865,GP Practice,1,,,
77876,GP Practice,1,,,
77884,GP Practice,1,,,
77887,GP Practice,1,,,
77893,GP Practice,1,,,
77904,GP Practice,1,,,
77909,GP Practice,1,,,
77947,GP Practice,1,,,
77963,GP Practice,1,,,
77987,GP Practice,1,,,
77989,GP Practice,1,,,
78036,GP Practice,1,,,
78064,GP Practice,1,,,
78080,GP Practice,1,,,
78102,GP Practice,1,,,
78126,GP Practice,1,,,
78139,GP Practice,1,,,
78146,GP Practice,1,,,
78147,GP Practice,1,,,
78177,GP Practice,1,,,
78194,GP Practice,1,,,
78197,GP Practice,1,,,
78200,GP Practice,1,,,
78202,GP Practice,1,,,
78207,GP Practice,1,,,
78232,GP Practice,1,,,
78247,GP Practice,1,,,
78261,GP Practice,1,,,
78296,GP Practice,1,,,
78299,GP Practice,1,,,
78300,GP Practice,1,,,
78307,GP Practice,1,,,
78317,GP Practice,1,,,
78337,GP Practice,1,,,
78342,GP Practice,1,,,
78350,GP Practice,1,,,
78359,GP Practice,1,,,
78378,GP Practice,1,,,
78384,GP Practice,1,,,
78387,GP Practice,1,,,
78410,Accident & Emergency,,1,,
78471,GP Practice,1,,,
78514,GP Practice,1,,,
78531,GP Practice,1,,,
78533,GP Practice,1,,,
78535,GP Practice,1,,,
78538,GP Practice,1,,,
78540,GP Practice,1,,,
78542,GP Practice,1,,,
78543,GP Practice,1,,,
78558,GP Practice,1,,,
78567,GP Practice,1,,,
78573,GP Practice,1,,,
78579,GP Practice,1,,,
78580,GP Practice,1,,,
78585,Accident & Emergency,,1,,
78586,Accident & Emergency,,1,,
78587,Accident & Emergency,,1,,
78588,Accident & Emergency,,1,,
78590,Accident & Emergency,,1,,
78591,Accident & Emergency,,1,,
78592,Accident & Emergency,,1,,
78593,Accident & Emergency,,1,,
78614,GP Practice,1,,,
78680,GP Practice,1,,,
78718,Clinic,1,,,
78719,Clinic,1,,,
78720,Clinic,1,,,
78721,Clinic,1,,,
78722,Clinic,1,,,
78723,Clinic,1,,,
78724,Clinic,1,,,
78725,Clinic,1,,,
78726,Clinic,1,,,
78727,Clinic,1,,,
78728,Clinic,1,,,
78818,GP Practice,1,,,
78838,GP Practice,1,,,
78994,GP Practice,1,,,
79046,GP Practice,1,,,
79195,GP Practice,1,,,
79199,GP Practice,1,,,
79214,GP Practice,1,,,
79224,GP Practice,1,,,
79263,GP Practice,1,,,
79427,GP Practice,1,,,
79482,Surgery,1,,,
79483,Surgery,1,,,
79542,Telephone,1,,,
79543,Telephone,1,,,
79544,Telephone,1,,,
79546,Telephone,1,,,
79547,Telephone,1,,,
79548,Telephone,1,,,
79561,GP Practice,1,,,
79564,GP Practice,1,,,
79570,GP Practice,1,,,
79581,GP Practice,1,,,
79662,Accident & Emergency,,1,,
79663,Accident & Emergency,,1,,
79664,Accident & Emergency,,1,,
79665,Accident & Emergency,,1,,
79668,Accident & Emergency,,1,,
79800,GP Practice,1,,,
79821,Clinic,1,,,
79822,Clinic,1,,,
79823,Clinic,1,,,
79824,Clinic,1,,,
79825,Clinic,1,,,
79826,Clinic,1,,,
79827,Clinic,1,,,
79828,Clinic,1,,,
79875,GP Practice,1,,,
79879,GP Practice,1,,,
79892,GP Practice,1,,,
79898,GP Practice,1,,,
79901,GP Practice,1,,,
79906,GP Practice,1,,,
79936,GP Practice,1,,,
80069,Accident & Emergency,,1,,
80070,Accident & Emergency,,1,,
80071,Accident & Emergency,,1,,
80072,Accident & Emergency,,1,,
80095,GP Practice,1,,,
80124,GP Practice,1,,,
80147,GP Practice,1,,,
80151,GP Practice,1,,,
80159,GP Practice,1,,,
80206,Clinic,1,,,
80207,Clinic,1,,,
80208,Clinic,1,,,
80209,Clinic,1,,,
80229,Accident & Emergency,,1,,
80230,Accident & Emergency,,1,,
80231,Accident & Emergency,,1,,
80232,Accident & Emergency,,1,,
80233,Accident & Emergency,,1,,
80234,Accident & Emergency,,1,,
80235,Accident & Emergency,,1,,
80236,Accident & Emergency,,1,,
80263,GP Practice,1,,,
80347,GP Practice,1,,,
80365,Clinic,1,,,
80366,Clinic,1,,,
80367,Clinic,1,,,
80368,Clinic,1,,,
80369,Clinic,1,,,
80385,Accident & Emergency,,1,,
80386,Accident & Emergency,,1,,
80387,Accident & Emergency,,1,,
80388,Accident & Emergency,,1,,
80389,Accident & Emergency,,1,,
80390,Accident & Emergency,,1,,
80424,GP Practice,1,,,
80506,Clinic,1,,,
80507,Clinic,1,,,
80508,Clinic,1,,,
80509,Clinic,1,,,
80510,Clinic,1,,,
80536,Accident & Emergency,,1,,
80537,Accident & Emergency,,1,,
80538,Accident & Emergency,,1,,
80539,Accident & Emergency,,1,,
80540,Accident & Emergency,,1,,
80541,Accident & Emergency,,1,,
80542,Accident & Emergency,,1,,
80555,GP Practice,1,,,
80571,GP Practice,1,,,
80645,GP Practice,1,,,
80696,Accident & Emergency,,1,,
80697,Accident & Emergency,,1,,
80698,Accident & Emergency,,1,,
80699,Accident & Emergency,,1,,
80716,GP Practice,1,,,
80718,GP Practice,1,,,
80748,GP Practice,1,,,
80789,GP Practice,1,,,
80816,GP Practice,1,,,
80824,Clinic,1,,,
80870,Accident & Emergency,,1,,
80871,Accident & Emergency,,1,,
80872,Accident & Emergency,,1,,
80873,Accident & Emergency,,1,,
80894,GP Practice,1,,,
80948,GP Practice,1,,,
80994,Clinic,1,,,
80995,Clinic,1,,,
80996,Clinic,1,,,
80997,Clinic,1,,,
80998,Clinic,1,,,
81050,GP Practice,1,,,
81099,GP Practice,1,,,
81102,GP Practice,1,,,
81114,GP Practice,1,,,
81247,GP Practice,1,,,
81468,GP Practice,1,,,
81523,GP Practice,1,,,
81548,GP Practice,1,,,
81734,GP Practice,1,,,
81814,Telephone,1,,,
81819,Telephone,1,,,
81825,GP Practice,1,,,
81901,GP Practice,1,,,
81907,GP Practice,1,,,
81925,GP Practice,1,,,
81960,GP Practice,1,,,
82316,GP Practice,1,,,
82337,GP Practice,1,,,
82393,GP Practice,1,,,
82500,GP Practice,1,,,
82507,GP Practice,1,,,
82563,GP Practice,1,,,
82617,Surgery,1,,,
82618,Surgery,1,,,
82670,Telephone,1,,,
82674,Telephone,1,,,
82677,Telephone,1,,,
82678,Telephone call to a patient,1,,,
82681,Telephone,1,,,
82755,GP Practice,1,,,
82787,GP Practice,1,,,
82804,GP Practice,1,,,
82815,GP Practice,1,,,
82840,GP Practice,1,,,
82874,Clinic,1,,,
82875,Clinic,1,,,
82876,Clinic,1,,,
82877,Clinic,1,,,
82878,Clinic,1,,,
82879,Clinic,1,,,
82880,Clinic,1,,,
82888,GP Practice,1,,,
82911,GP Practice,1,,,
82956,GP Practice,1,,,
82957,GP Practice,1,,,
83160,GP Practice,1,,,
83219,Hospital inpatient,,,,1
83350,GP Practice,1,,,
83374,GP Practice,1,,,
83378,GP Practice,1,,,
83422,GP Practice,1,,,
83497,GP Practice,1,,,
83505,GP Practice,1,,,
83528,GP Practice,1,,,
83612,GP Practice,1,,,
83613,GP Practice,1,,,
83621,Surgery,1,,,
83694,Telephone,1,,,
83695,Telephone,1,,,
83713,GP Practice,1,,,
83875,GP Practice,1,,,
83879,GP Practice,1,,,
83883,GP Practice,1,,,
84022,GP Practice,1,,,
84062,GP Practice,1,,,
84076,GP Practice,1,,,
84241,GP Practice,1,,,
84253,GP Practice,1,,,
84361,GP Practice,1,,,
84447,GP Practice,1,,,
84468,GP Practice,1,,,
84507,GP Practice,1,,,
84516,GP Practice,1,,,
84523,Surgery,1,,,
84525,Surgery,1,,,
84526,Surgery,1,,,
84527,Surgery,1,,,
84576,Telephone,1,,,
84580,Telephone,1,,,
84581,Telephone,1,,,
84646,GP Practice,1,,,
84701,GP Practice,1,,,
84706,GP Practice,1,,,
84746,GP Practice,1,,,
84805,GP Practice,1,,,
84819,GP Practice,1,,,
84955,GP Practice,1,,,
85193,GP Practice,1,,,
85194,GP Practice,1,,,
85216,GP Practice,1,,,
85250,GP Practice,1,,,
85296,GP Practice,1,,,
85311,GP Practice,1,,,
85393,GP Practice,1,,,
85416,GP Practice,1,,,
85501,Telephone,1,,,
85502,Telephone,1,,,
85754,GP Practice,1,,,
86213,GP Practice,1,,,
86232,GP Practice,1,,,
86262,GP Practice,1,,,
86281,GP Practice,1,,,
86304,Night Visit - patient's home,1,,,
86429,GP Practice,1,,,
86520,Surgery,1,,,
86584,Telephone Advice,1,,,
86588,Telephone,1,,,
86589,Telephone Consultation,1,,,
86599,GP Practice,1,,,
86711,GP Practice,1,,,
86729,GP Practice,1,,,
86772,GP Practice,1,,,
86776,GP Practice,1,,,
86789,GP Practice,1,,,
86805,Night Visit - patient's home,1,,,
86822,GP Practice,1,,,
86852,Telephone call to a patient,1,,,
86940,GP Practice,1,,,
87039,Surgery,1,,,
87040,Surgery,1,,,
87095,Telephone,1,,,
87103,Telephone,1,,,
87120,GP Practice,1,,,
87121,GP Practice,1,,,
87131,GP Practice,1,,,
87168,GP Practice,1,,,
87204,GP Practice,1,,,
87225,GP Practice,1,,,
87227,GP Practice,1,,,
87243,GP Practice,1,,,
87244,GP Practice,1,,,
87250,GP Practice,1,,,
87251,GP Practice,1,,,
87252,GP Practice,1,,,
87253,GP Practice,1,,,
87262,GP Practice,1,,,
87267,GP Practice,1,,,
87268,GP Practice,1,,,
87274,GP Practice,1,,,
87275,GP Practice,1,,,
87277,GP Practice,1,,,
87279,GP Practice,1,,,
87280,GP Practice,1,,,
87281,GP Practice,1,,,
87283,GP Practice,1,,,
87288,GP Practice,1,,,
87289,GP Practice,1,,,
87290,GP Practice,1,,,
87291,GP Practice,1,,,
87293,GP Practice,1,,,
87294,GP Practice,1,,,
87295,GP Practice,1,,,
87296,GP Practice,1,,,
87300,GP Practice,1,,,
87301,GP Practice,1,,,
87302,GP Practice,1,,,
87303,GP Practice,1,,,
87304,GP Practice,1,,,
87345,GP Practice,1,,,
87350,GP Practice,1,,,
87372,GP Practice,1,,,
87373,GP Practice,1,,,
87375,GP Practice,1,,,
87376,GP Practice,1,,,
87377,GP Practice,1,,,
87378,GP Practice,1,,,
87379,GP Practice,1,,,
87380,GP Practice,1,,,
87383,GP Practice,1,,,
87388,GP Practice,1,,,
87389,GP Practice,1,,,
87396,GP Practice,1,,,
87556,Clinic,1,,,
87605,Surgery,1,,,
87672,Surgery,1,,,
87675,Telephone,1,,,
87755,GP Practice,1,,,
87819,Accident & Emergency,,1,,
87946,GP Practice,1,,,
87948,GP Practice,1,,,
87960,GP Practice,1,,,
87964,GP Practice,1,,,
87971,GP Practice,1,,,
87972,GP Practice,1,,,
87986,GP Practice,1,,,
87988,GP Practice,1,,,
87991,GP Practice,1,,,
88014,Telephone,1,,,
88016,Accident & Emergency,,1,,
88019,GP Practice,1,,,
88029,GP Practice,1,,,
88054,GP Practice,1,,,
88082,GP Practice,1,,,
88083,GP Practice,1,,,
88087,GP Practice,1,,,
88094,GP Practice,1,,,
88095,GP Practice,1,,,
88105,Accident & Emergency,,1,,
88153,GP Practice,1,,,
88198,GP Practice,1,,,
88199,GP Practice,1,,,
88206,GP Practice,1,,,
88207,GP Practice,1,,,
88217,GP Practice,1,,,
88222,Telephone,1,,,
88282,GP Practice,1,,,
88449,GP Practice,1,,,
88545,GP Practice,1,,,
88803,Telephone,1,,,
88804,GP Practice,1,,,
88943,GP Practice,1,,,
89035,Accident & Emergency,,1,,
89036,Accident & Emergency,,1,,
89084,GP Practice,1,,,
89175,Accident & Emergency,,1,,
89188,GP Practice,1,,,
89472,GP Practice,1,,,
89539,GP Practice,1,,,
89625,Hospital,,,,1
89641,Inpatient Trust,,,,1
89775,Inpatient Trust,,,,1
89782,GP Practice,1,,,
89947,GP Practice,1,,,
89989,GP Practice,1,,,
90098,GP Practice,1,,,
90252,GP Practice,1,,,
90268,Residential Home,1,,,
90290,GP Practice,1,,,
90387,Telephone,1,,,
90394,GP Practice,1,,,
90401,GP Practice,1,,,
90468,GP Practice,1,,,
90569,GP Practice,1,,,
90624,Clinic,1,,,
90638,GP Practice,1,,,
90833,Telephone,1,,,
90839,GP Practice,1,,,
90840,GP Practice,1,,,
90949,Inpatient Trust,,,,1
90959,GP Practice,1,,,
91005,GP Practice,1,,,
91038,Diabetic Clinic,1,,,
91155,Clinic,1,,,
91212,GP Practice,1,,,
91374,Telephone,1,,,
91376,Telephone,1,,,
91448,GP Practice,1,,,
91455,GP Practice,1,,,
91461,GP Practice,1,,,
91486,GP Practice,1,,,
91562,Telephone,1,,,
91564,Telephone,1,,,
91580,GP Practice,1,,,
91601,GP Practice,1,,,
91729,GP Practice,1,,,
91977,Telephone,1,,,
91980,GP Practice,1,,,
92109,GP Practice,1,,,
92117,GP Practice,1,,,
92122,GP Practice,1,,,
92135,GP Practice,1,,,
92139,GP Practice,1,,,
92140,GP Practice,1,,,
92141,GP Practice,1,,,
92142,GP Practice,1,,,
92143,GP Practice,1,,,
92147,GP Practice,1,,,
92148,GP Practice,1,,,
92151,GP Practice,1,,,
92153,GP Practice,1,,,
92156,GP Practice,1,,,
92157,GP Practice,1,,,
92166,GP Practice,1,,,
92172,GP Practice,1,,,
92173,GP Practice,1,,,
92174,GP Practice,1,,,
92195,GP Practice,1,,,
92198,GP Practice,1,,,
92207,GP Practice,1,,,
92210,GP Practice,1,,,
92211,GP Practice,1,,,
92214,GP Practice,1,,,
92216,GP Practice,1,,,
92219,GP Practice,1,,,
92222,GP Practice,1,,,
92223,GP Practice,1,,,
92230,GP Practice,1,,,
92231,GP Practice,1,,,
92256,GP Practice,1,,,
92443,GP Practice,1,,,
92454,Telephone,1,,,
92455,Telephone,1,,,
92456,Telephone,1,,,
92457,Telephone,1,,,
92461,Telephone,1,,,
92462,Telephone,1,,,
92464,Telephone,1,,,
92481,GP Practice,1,,,
92706,GP Practice,1,,,
92707,GP Practice,1,,,
92725,Telephone,1,,,
92745,GP Practice,1,,,
92763,GP Practice,1,,,
92937,Telephone,1,,,
92938,Telephone,1,,,
92969,GP Practice,1,,,
93099,GP Practice,1,,,
93112,GP Practice,1,,,
93135,Telephone,1,,,
93141,GP Practice,1,,,
93341,Telephone,1,,,
93342,Telephone,1,,,
93383,GP Practice,1,,,
93490,GP Practice,1,,,
93651,GP Practice,1,,,
93673,GP Practice,1,,,
93685,Telephone,1,,,
93686,Telephone,1,,,
93688,Telephone,1,,,
93689,Telephone,1,,,
93691,Telephone,1,,,
93692,Telephone,1,,,
93696,GP Practice,1,,,
93700,GP Practice,1,,,
93780,Minor Operations Clinic,1,,,
93796,Telephone,1,,,
93797,Telephone,1,,,
93799,Telephone,1,,,
93803,Telephone,1,,,
93804,Telephone,1,,,
93841,GP Practice,1,,,
93843,GP Practice,1,,,
94024,Telephone,1,,,
94025,Telephone,1,,,
94027,Telephone,1,,,
94029,Telephone,1,,,
94030,Telephone,1,,,
94038,GP Practice,1,,,
94041,GP Practice,1,,,
94066,GP Practice,1,,,
94067,GP Practice,1,,,
94075,GP Practice,1,,,
94099,GP Practice,1,,,
94101,GP Practice,1,,,
94109,GP Practice,1,,,
94112,GP Practice,1,,,
94144,GP Practice,1,,,
94210,Accident & Emergency,,1,,
94211,Accident & Emergency,,1,,
94212,Accident & Emergency,,1,,
94217,GP Practice,1,,,
94220,GP Practice,1,,,
94236,GP Practice,1,,,
94238,Clinic,1,,,
94256,GP Practice,1,,,
94330,Accident & Emergency,,1,,
94380,GP Practice,1,,,
94628,GP Practice,1,,,
94642,GP Practice,1,,,
94659,GP Practice,1,,,
94680,GP Practice,1,,,
94692,GP Practice,1,,,
94701,GP Practice,1,,,
94747,Telephone,1,,,
94748,Telephone,1,,,
94752,GP Practice,1,,,
94759,GP Practice,1,,,
94764,GP Practice,1,,,
94821,GP Practice,1,,,
94878,GP Practice,1,,,
94915,Telephone,1,,,
94917,Telephone Consultation,1,,,
94918,Telephone,1,,,
94946,GP Practice,1,,,
94951,GP Practice,1,,,
94968,GP Practice,1,,,
94978,GP Practice,1,,,
94990,GP Practice,1,,,
94991,Clinic,1,,,
94992,Clinic,1,,,
95011,GP Practice,1,,,
95024,GP Practice,1,,,
95096,Accident & Emergency,,1,,
95097,Accident & Emergency,,1,,
95098,Accident & Emergency,,1,,
95113,GP Practice,1,,,
95130,Clinic,1,,,
95428,GP Practice,1,,,
95471,GP Practice,1,,,
95499,GP Practice,1,,,
95521,GP Practice,1,,,
95522,Telephone,1,,,
95523,Telephone,1,,,
95524,GP Practice,1,,,
95535,GP Practice,1,,,
95542,GP Practice,1,,,
95552,Accident & Emergency,,1,,
95553,Accident & Emergency,,1,,
95554,Accident & Emergency,,1,,
95555,Accident & Emergency,,1,,
95557,GP Practice,1,,,
95560,GP Practice,1,,,
95568,GP Practice,1,,,
95575,GP Practice,1,,,
95576,GP Practice,1,,,
95590,GP Practice,1,,,
95600,GP Practice,1,,,
95603,GP Practice,1,,,
95674,Accident & Emergency,,1,,
95675,Accident & Emergency,,1,,
95676,Accident & Emergency,,1,,
95715,GP Practice,1,,,
95718,GP Practice,1,,,
95728,GP Practice,1,,,
95799,Accident & Emergency,,1,,
95800,GP Practice,1,,,
95814,GP Practice,1,,,
95854,GP Practice,1,,,
95935,GP Practice,1,,,
96038,GP Practice,1,,,
96062,GP Practice,1,,,
96077,GP Practice,1,,,
96105,GP Practice,1,,,
96141,GP Practice,1,,,
96160,Telephone,1,,,
96161,Telephone,1,,,
96173,GP Practice,1,,,
96183,GP Practice,1,,,
96293,GP Practice,1,,,
96312,GP Practice,1,,,
96360,GP Practice,1,,,
96384,GP Surgery,1,,,
96394,GP Practice,1,,,
96396,GP Practice,1,,,
96398,GP Practice,1,,,
96406,GP Practice,1,,,
96413,GP Practice,1,,,
96419,GP Practice,1,,,
96432,GP Practice,1,,,
96551,GP Practice,1,,,
96581,GP Practice,1,,,
96584,GP Practice,1,,,
96633,Telephone Advice,1,,,
96660,GP Practice,1,,,
96793,GP Practice,1,,,
96824,GP Practice,1,,,
96827,GP Practice,1,,,
96831,GP Practice,1,,,
96851,GP Practice,1,,,
96863,GP Practice,1,,,
96864,GP Practice,1,,,
96869,GP Practice,1,,,
96870,GP Practice,1,,,
96878,GP Practice,1,,,
96888,GP Practice,1,,,
96906,Telephone,1,,,
97031,Home of Patient,1,,,
97043,GP Practice,1,,,
97051,GP Practice,1,,,
97080,GP Practice,1,,,
97103,GP Practice,1,,,
97142,Telephone,1,,,
97144,GP Practice,1,,,
97151,GP Practice,1,,,
97152,GP Practice,1,,,
97159,GP Practice,1,,,
97190,GP Practice,1,,,
97202,GP Practice,1,,,
97213,GP Practice,1,,,
97221,GP Practice,1,,,
97555,GP Practice,1,,,
97683,Telephone,1,,,
97685,Telephone,1,,,
97689,Telephone,1,,,
97803,GP Practice,1,,,
97820,GP Practice,1,,,
97821,GP Practice,1,,,
97829,Telephone,1,,,
97830,Telephone,1,,,
97833,Telephone,1,,,
97834,Telephone,1,,,
97835,Telephone,1,,,
97880,Telephone,1,,,
97885,Telephone,1,,,
97897,GP Practice,1,,,
97923,GP Practice,1,,,
97973,Telephone,1,,,
97976,Telephone,1,,,
97977,Telephone,1,,,
98116,Telephone,1,,,
98117,Telephone,1,,,
98119,Telephone,1,,,
98128,GP Practice,1,,,
98129,GP Practice,1,,,
98142,GP Practice,1,,,
98268,GP Practice,1,,,
98275,GP Practice,1,,,
98281,Telephone,1,,,
98282,Telephone,1,,,
98433,GP Practice,1,,,
98444,Telephone,1,,,
98445,Telephone,1,,,
98475,GP Practice,1,,,
98576,GP Practice,1,,,
99525,GP Practice,1,,,
99849,GP Practice,1,,,
100051,Accident & Emergency,,1,,
100147,GP Practice,1,,,
100164,GP Practice,1,,,
100217,GP Practice,1,,,
100273,GP Practice,1,,,
100281,Clinic,1,,,
100446,GP Practice,1,,,
100521,GP Practice,1,,,
100605,Telephone,1,,,
100606,Telephone,1,,,
100607,Telephone,1,,,
100608,Telephone,1,,,
100609,Telephone,1,,,
100610,Telephone,1,,,
100611,Telephone,1,,,
100612,Telephone,1,,,
100613,Telephone,1,,,
100614,Telephone,1,,,
100615,Telephone,1,,,
100616,Telephone,1,,,
100617,Telephone,1,,,
100618,Telephone,1,,,
100619,Telephone,1,,,
100620,Telephone,1,,,
100621,Telephone,1,,,
100622,Telephone,1,,,
100623,Telephone,1,,,
100624,Telephone,1,,,
100625,Telephone,1,,,
100626,Telephone,1,,,
100627,Telephone,1,,,
100628,Telephone,1,,,
100629,Telephone,1,,,
100630,Telephone,1,,,
100631,Telephone,1,,,
100632,Telephone,1,,,
100633,Telephone,1,,,
100634,Telephone,1,,,
100635,Telephone,1,,,
100636,Telephone,1,,,
